# Title: Stellar Rotation Periods of the Kepler Objects of Interest: A Dearth of Close-in Planets around Fast Rotators
# Authors: A. McQuillan, T. Mazeh and S. Aigrain
#
# Table 1. Stellar rotation periods for the KOIs.
#
# koi_id - KOI number
# keplerid - KIC number
# teff - KIC effective temperature (K)
# logg - KIC surface gravity (dex)
# R_pl - Planet Radius (R_earth) from the NASA Exoplanet Archive (NEA)
# P_orb - Planet orbital period (days) from the NASA Exoplanet Archive (NEA)
# P_rot - Stellar rotation period (days)
# P_rot_err - Uncertainty on P_rot
# R_var - amplitude of periodic variablity (mmags)
# Flag - N - KIC values missing so NEA values used; G - likely giant;  E - published EB; 
# ... B - published blend; T - likely eclipsing binary identified in this work; 
# ... C - centroid motion shows transit and rotation modulation on different stars.
#
#
koi_id,keplerid,teff,logg,R_pl,P_orb,P_rot,P_rot_err,R_var,Flag
2059,12301181,4536,4.52,0.800,6.147,nan,nan,nan,-
2062,6774880,5837,4.50,2.500,34.352,nan,nan,nan,-
2063,7449541,5497,4.79,1.570,3.007,nan,nan,nan,-
2064,2579043,6081,4.52,2.110,6.312,nan,nan,nan,-
2066,3239671,5766,4.64,3.500,147.972,nan,nan,nan,-
2067,9304101,5583,3.79,2.870,13.245,nan,nan,nan,-
2069,11360571,6096,4.37,3.630,77.256,nan,nan,nan,N
2071,6035124,5273,4.03,2.000,3.857,nan,nan,nan,-
2072,12058147,5832,4.58,1.020,1.543,nan,nan,nan,-
2073,8164257,4877,4.49,1.700,6.475,nan,nan,nan,-
2074,8866137,4996,4.68,2.300,33.418,nan,nan,nan,-
2076,9517393,5856,5.01,2.800,56.777,nan,nan,nan,-
2079,9473078,5353,4.32,0.660,0.694,nan,nan,nan,-
2081,2853780,5081,3.60,4.130,6.214,nan,nan,nan,G
2082,9472000,5862,4.72,1.970,31.588,nan,nan,nan,-
2083,7097965,5924,4.28,2.200,7.721,nan,nan,nan,-
2086,6768394,5915,4.14,2.200,7.132,nan,nan,nan,-
2092,6696580,5999,4.65,2.800,25.563,nan,nan,nan,-
2093,6525946,6287,4.50,2.170,6.783,nan,nan,nan,-
2096,9307509,4890,4.45,1.700,9.763,nan,nan,nan,-
2097,10158729,5998,4.45,2.300,58.600,nan,nan,nan,-
2098,6105462,6193,4.25,2.420,25.082,nan,nan,nan,-
2099,3120355,5896,4.61,2.800,78.097,nan,nan,nan,-
2100,6047072,5683,4.54,1.700,4.271,nan,nan,nan,-
2102,7008211,5100,4.50,3.600,187.746,nan,nan,nan,-
2103,7620413,5553,4.49,1.240,2.543,nan,nan,nan,-
2105,8165946,5967,4.47,1.360,6.422,nan,nan,nan,-
2107,9225395,5370,4.86,2.200,81.317,nan,nan,nan,-
2108,10709622,5814,4.35,3.400,51.329,nan,nan,nan,-
2113,7207061,5177,4.58,2.380,12.331,nan,nan,nan,-
2116,8164012,5983,4.63,1.480,1.253,nan,nan,nan,-
2122,4262581,5541,4.53,1.670,37.646,nan,nan,nan,-
2123,8591693,5774,4.53,2.300,29.456,nan,nan,nan,-
2126,3546060,4660,4.61,2.400,9.693,nan,nan,nan,-
2128,7019489,5283,4.65,20.000,24.260,nan,nan,nan,-
2131,10549023,6471,4.73,2.600,14.363,nan,nan,nan,-
2133,8219268,4712,2.85,14.900,6.247,nan,nan,nan,G
2134,4254466,5575,4.42,2.300,42.300,nan,nan,nan,-
2135,9904006,6062,4.33,2.550,55.188,nan,nan,nan,-
2137,9364609,5280,4.23,2.810,14.974,nan,nan,nan,-
2138,5022828,9355,4.11,2.400,23.555,nan,nan,nan,-
2140,8233702,5502,4.67,2.530,41.698,nan,nan,nan,-
2143,11403339,5380,4.72,1.140,4.790,nan,nan,nan,-
2144,8260902,5222,4.23,4.320,38.670,nan,nan,nan,-
2145,8381204,5787,4.45,1.690,8.326,nan,nan,nan,-
2147,10404582,5573,4.72,1.750,37.866,nan,nan,nan,-
2148,6021193,5503,3.90,1.610,3.615,nan,nan,nan,-
2152,9641481,5474,4.93,2.040,42.193,nan,nan,nan,-
2153,10253547,6286,4.41,1.300,25.746,nan,nan,nan,-
2154,12505076,5605,4.62,2.600,11.930,nan,nan,nan,-
2155,12116380,5389,4.55,1.460,4.339,nan,nan,nan,-
2158,5211199,5250,4.22,1.590,4.562,nan,nan,nan,-
2160,5546761,5564,4.92,1.410,15.409,nan,nan,nan,-
2162,9205938,5858,4.59,1.780,108.588,nan,nan,nan,-
2163,11358389,5759,4.43,1.950,10.665,nan,nan,nan,-
2164,7204981,5337,4.92,1.330,5.123,nan,nan,nan,-
2168,11308499,5926,4.54,1.370,3.282,nan,nan,nan,-
2175,9022166,5293,4.58,1.350,26.847,nan,nan,nan,-
2182,6962109,5276,4.60,2.400,17.133,nan,nan,nan,-
2183,5706595,5610,4.67,1.270,4.579,nan,nan,nan,-
2185,8611781,5615,4.37,2.070,76.961,nan,nan,nan,-
2186,3097926,4880,4.47,2.900,14.980,nan,nan,nan,-
2188,10518424,5862,4.49,1.600,6.744,nan,nan,nan,-
2194,3548044,5755,4.58,1.840,34.764,nan,nan,nan,-
2195,11401767,6290,4.58,2.500,20.054,nan,nan,nan,-
2201,2141783,5827,4.30,2.900,116.527,nan,nan,nan,-
2204,8494542,6209,4.12,3.080,10.861,nan,nan,nan,-
2205,9992325,4799,4.48,3.000,24.086,nan,nan,nan,-
2206,11073656,5521,4.46,1.490,1.834,nan,nan,nan,-
2208,10531955,5692,4.47,0.730,2.345,nan,nan,nan,N
2209,8168187,5484,4.54,1.160,18.302,nan,nan,nan,-
2212,10203349,5710,4.54,1.820,17.146,nan,nan,nan,-
2213,7457296,5026,4.39,1.600,3.971,nan,nan,nan,-
2216,4248120,5361,4.39,2.400,23.340,nan,nan,nan,-
2218,12058204,5539,4.57,1.470,5.535,nan,nan,nan,-
2220,6871071,5738,4.48,1.250,1.898,nan,nan,nan,-
2221,6287313,5808,4.44,2.160,10.629,nan,nan,nan,-
2222,9289704,7644,4.28,4.330,34.132,nan,nan,nan,N
2224,8892157,5591,4.55,1.390,3.731,nan,nan,nan,-
2226,11520459,5224,4.49,2.600,8.464,nan,nan,nan,-
2227,10600955,5555,4.40,2.290,65.646,nan,nan,nan,-
2232,2854181,5546,4.49,3.500,101.134,nan,nan,nan,-
2233,8963721,5474,4.38,1.630,1.811,nan,nan,nan,-
2236,10723367,5615,4.95,1.800,12.127,nan,nan,nan,-
2237,5005121,5828,4.59,2.900,76.424,nan,nan,nan,-
2243,4770617,5935,4.70,1.590,5.185,nan,nan,nan,-
2245,4454934,5675,4.33,2.600,33.470,nan,nan,nan,-
2246,9458343,5812,4.50,1.480,11.895,nan,nan,nan,-
2247,7802719,4362,4.61,0.890,4.457,nan,nan,nan,-
2252,6206214,6137,4.28,1.580,13.540,nan,nan,nan,-
2253,8959839,5937,4.54,2.000,22.708,nan,nan,nan,-
2255,7672097,5551,4.82,1.950,7.971,nan,nan,nan,-
2256,9112931,4226,4.46,2.700,10.712,nan,nan,nan,-
2257,9071593,5356,4.90,2.500,32.563,nan,nan,nan,-
2260,11811193,6228,4.52,0.970,6.118,nan,nan,nan,-
2263,8613535,5993,4.58,1.900,29.968,nan,nan,nan,-
2264,12256520,5408,4.37,2.200,33.242,nan,nan,nan,-
2269,11774303,6271,4.60,2.120,0.614,nan,nan,nan,-
2271,10329469,5000,4.70,2.200,55.823,nan,nan,nan,-
2272,9654875,7274,3.94,1.500,1.341,nan,nan,nan,-
2276,3458028,6921,3.96,3.100,1.443,nan,nan,nan,-
2278,3342794,6030,4.34,1.110,4.920,nan,nan,nan,-
2279,3661886,5926,4.50,1.160,12.509,nan,nan,nan,-
2280,2439243,5571,4.82,2.400,26.021,nan,nan,nan,-
2281,9221517,5000,4.55,0.840,0.770,nan,nan,nan,-
2282,6751874,5814,4.71,1.430,6.892,nan,nan,nan,-
2285,9945370,5623,4.57,3.500,37.945,nan,nan,nan,-
2286,8973129,5340,4.93,1.850,24.175,nan,nan,nan,-
2288,3440978,5108,4.48,2.400,38.103,nan,nan,nan,-
2289,3867615,6044,4.38,2.200,62.785,nan,nan,nan,-
2290,12121570,4969,4.89,1.850,91.502,nan,nan,nan,-
2291,8410415,5294,4.78,2.300,44.292,nan,nan,nan,-
2294,6934986,5731,4.50,2.400,131.485,nan,nan,nan,-
2295,4049901,5250,4.45,0.670,16.290,nan,nan,nan,-
2296,11498128,5663,4.43,2.200,106.249,nan,nan,nan,-
2297,5342473,5780,4.35,1.540,4.645,nan,nan,nan,-
2302,7542813,5984,4.43,1.770,16.858,nan,nan,nan,-
2304,8042453,5665,4.63,1.550,11.174,nan,nan,nan,-
2308,3749978,5513,4.53,3.000,28.503,nan,nan,nan,-
2309,10010440,6082,4.57,2.600,53.597,nan,nan,nan,-
2310,11718144,5607,4.89,2.000,16.459,nan,nan,nan,-
2312,10026544,5011,4.95,2.410,176.277,nan,nan,nan,-
2313,10132832,5707,4.58,2.100,16.077,nan,nan,nan,-
2315,6062929,5023,4.93,2.020,22.134,nan,nan,nan,-
2316,7504778,5987,4.43,2.300,17.138,nan,nan,nan,-
2317,10684670,5659,4.33,1.230,3.789,nan,nan,nan,-
2319,9003401,6283,4.31,1.720,21.104,nan,nan,nan,-
2321,5978559,6082,4.57,2.210,95.609,nan,nan,nan,-
2323,8872048,5110,4.29,1.900,58.343,nan,nan,nan,-
2324,7746958,3240,4.90,0.320,1.205,nan,nan,nan,N
2327,10730703,5289,4.63,1.380,5.600,nan,nan,nan,-
2328,8007644,5610,4.63,2.200,25.203,nan,nan,nan,-
2331,12401863,5803,4.42,1.350,2.833,nan,nan,nan,-
2332,5534941,5193,4.01,1.370,3.701,nan,nan,nan,-
2333,11121752,5945,4.21,1.360,3.931,nan,nan,nan,-
2335,2990873,5590,4.30,1.900,16.224,nan,nan,nan,-
2337,5599774,4961,4.58,2.300,8.496,nan,nan,nan,-
2338,8099138,5645,4.55,2.000,66.183,nan,nan,nan,-
2340,8681734,5502,4.40,1.800,7.685,nan,nan,nan,-
2342,10212441,5877,4.30,1.440,15.045,nan,nan,nan,-
2344,8247771,4328,4.66,1.010,1.119,nan,nan,nan,-
2345,5629538,5875,4.41,1.910,15.187,nan,nan,nan,-
2347,8235924,3972,4.69,1.010,0.588,nan,nan,nan,-
2348,6941084,5834,4.40,3.000,85.743,nan,nan,nan,-
2351,1872821,5517,4.63,1.900,10.274,nan,nan,nan,-
2352,8013439,6638,4.32,0.820,5.629,nan,nan,nan,N
2353,12505654,5068,4.61,2.000,5.187,nan,nan,nan,-
2357,7449554,5765,4.59,1.450,2.421,nan,nan,nan,-
2362,8495415,4897,4.54,2.600,11.085,nan,nan,nan,-
2363,7987866,5064,4.22,1.800,3.139,nan,nan,nan,-
2364,9532710,5173,3.99,3.630,5.243,nan,nan,nan,-
2365,11560897,5967,4.35,1.760,35.969,nan,nan,nan,-
2366,11342416,6113,4.32,1.310,25.369,nan,nan,nan,-
2368,10863608,5556,4.51,1.550,8.071,nan,nan,nan,-
2369,5602588,5843,4.57,1.770,6.315,nan,nan,nan,-
2371,11824786,5895,4.58,1.900,12.941,nan,nan,nan,-
2372,12254909,5987,4.44,1.210,5.349,nan,nan,nan,-
2373,10798331,5604,4.43,2.200,147.280,nan,nan,nan,-
2374,9364290,5448,4.39,1.350,5.262,nan,nan,nan,-
2379,9718379,5975,4.41,2.500,40.007,nan,nan,nan,-
2380,3002478,5699,4.56,4.000,6.357,nan,nan,nan,-
2383,9395024,5796,4.54,1.330,4.370,nan,nan,nan,-
2387,12254378,5877,4.53,1.620,2.032,nan,nan,nan,-
2389,8494617,6036,4.32,1.470,22.923,nan,nan,nan,-
2393,4665571,4730,4.62,1.430,4.603,nan,nan,nan,-
2402,8481129,4708,4.56,1.120,16.302,nan,nan,nan,-
2404,6364215,5572,4.52,1.520,2.101,nan,nan,nan,-
2406,5007345,6146,4.60,1.820,7.011,nan,nan,nan,-
2407,12120484,5953,4.54,1.520,17.292,nan,nan,nan,-
2408,6429812,5578,4.45,2.130,94.290,nan,nan,nan,-
2409,10024051,5062,4.62,1.630,0.577,nan,nan,nan,-
2410,8676038,5801,4.71,2.680,86.593,nan,nan,nan,-
2411,8073806,5670,4.44,2.700,11.967,nan,nan,nan,-
2414,8611832,5587,4.51,1.180,22.598,nan,nan,nan,-
2415,5621586,5874,4.56,1.820,5.254,nan,nan,nan,-
2416,9210387,5705,4.55,1.550,5.906,nan,nan,nan,-
2419,6343170,5917,4.37,3.300,9.957,nan,nan,nan,-
2420,7107802,5615,4.60,1.270,10.417,nan,nan,nan,-
2422,11360805,5295,4.42,1.700,26.784,nan,nan,nan,-
2423,9845898,6236,4.46,2.090,45.126,nan,nan,nan,-
2424,12453581,4899,4.64,2.600,11.940,nan,nan,nan,-
2426,8081899,5307,4.89,0.790,4.161,nan,nan,nan,-
2430,3533469,5287,4.40,1.500,10.215,nan,nan,nan,-
2433,11968463,6084,4.44,2.500,10.043,nan,nan,nan,-
2436,8570333,5237,4.58,2.300,84.573,nan,nan,nan,-
2437,5036705,6066,4.42,1.330,4.148,nan,nan,nan,-
2439,6867555,6096,4.52,1.790,5.191,nan,nan,nan,-
2440,5339567,5453,4.42,1.290,4.867,nan,nan,nan,-
2442,11080405,5029,4.56,1.890,25.194,nan,nan,nan,-
2443,9209624,6074,4.41,1.200,6.792,nan,nan,nan,-
2445,6516185,5484,4.49,2.900,47.364,nan,nan,nan,-
2449,12208631,5643,4.56,2.600,53.357,nan,nan,nan,-
2450,7289317,5564,4.48,1.600,16.832,nan,nan,nan,-
2451,6500206,5208,4.42,1.800,13.375,nan,nan,nan,-
2460,11236244,4413,4.56,1.120,11.323,nan,nan,nan,-
2461,9837685,5345,4.62,2.200,13.712,nan,nan,nan,-
2462,5042210,5760,4.16,1.430,12.147,nan,nan,nan,-
2463,12454461,5915,4.56,1.020,7.467,nan,nan,nan,-
2467,11818607,5679,4.60,1.260,5.057,nan,nan,nan,-
2468,8380709,5842,4.66,2.000,24.336,nan,nan,nan,-
2470,9108085,5504,4.64,0.820,2.175,nan,nan,nan,-
2471,5436013,5306,4.44,1.780,25.889,nan,nan,nan,-
2472,9395719,5856,4.62,1.900,2.608,nan,nan,nan,-
2477,6846911,5679,4.36,2.200,14.026,nan,nan,nan,-
2479,5963582,5289,3.96,1.990,25.540,nan,nan,nan,-
2481,4476423,4760,3.03,20.600,33.848,nan,nan,nan,G
2483,9851662,5292,4.41,1.400,15.054,nan,nan,nan,-
2484,10453588,5739,4.36,1.400,68.888,nan,nan,nan,-
2486,8074328,6178,4.36,2.710,4.268,nan,nan,nan,N
2487,7212184,5897,4.49,1.980,36.293,nan,nan,nan,-
2488,8559152,6198,4.31,1.370,12.413,nan,nan,nan,-
2489,2718778,5558,4.83,1.330,3.925,nan,nan,nan,-
2491,9229657,5542,4.90,1.440,2.668,nan,nan,nan,-
2492,11752632,5818,4.62,0.950,0.985,nan,nan,nan,-
2494,7047207,5670,4.46,1.570,19.119,nan,nan,nan,-
2498,5959719,5094,4.62,0.840,6.738,nan,nan,nan,-
2503,8631504,4802,4.04,3.020,14.820,nan,nan,nan,-
2506,6767840,5884,4.41,1.800,17.358,nan,nan,nan,-
2508,8836888,5317,4.67,1.710,7.104,nan,nan,nan,-
2509,9880190,5107,4.59,1.030,4.551,nan,nan,nan,-
2513,9653622,6128,4.43,12.600,19.005,nan,nan,nan,-
2516,7294743,5290,3.97,1.240,2.810,nan,nan,nan,-
2521,7183745,5085,4.72,1.350,4.866,nan,nan,nan,-
2523,7778767,5363,4.59,1.870,13.031,nan,nan,nan,-
2524,7515762,6104,4.43,1.890,40.989,nan,nan,nan,-
2527,7879433,4225,4.51,0.570,1.386,nan,nan,nan,-
2528,9205907,5725,4.62,5.400,12.023,nan,nan,nan,-
2530,9011825,5850,4.38,1.610,37.331,nan,nan,nan,-
2533,11074835,5013,3.61,3.120,6.033,nan,nan,nan,G
2534,1996180,5929,4.46,1.150,3.026,nan,nan,nan,-
2536,3728701,5736,4.35,2.700,51.130,nan,nan,nan,-
2538,1849702,4960,4.75,3.300,39.831,nan,nan,nan,-
2541,12306058,5061,3.74,2.160,7.417,nan,nan,nan,G
2547,4484336,5809,4.37,1.570,8.943,nan,nan,nan,-
2548,9580167,4696,4.64,0.930,0.827,nan,nan,nan,-
2550,11622985,5707,4.60,1.870,18.024,nan,nan,nan,-
2551,11361283,4803,4.62,1.700,16.480,nan,nan,nan,-
2556,5374403,5492,4.56,1.370,40.836,nan,nan,nan,-
2559,6605493,5849,4.49,1.000,9.310,nan,nan,nan,-
2560,4670217,4736,4.47,2.770,18.121,nan,nan,nan,-
2561,7259298,5824,4.58,1.080,3.239,nan,nan,nan,-
2563,5175024,6139,4.36,1.430,23.478,nan,nan,nan,-
2564,9026749,6010,4.47,1.490,66.560,nan,nan,nan,-
2569,8247770,5480,4.36,1.100,8.281,nan,nan,nan,-
2572,7501646,5462,4.77,2.040,6.377,nan,nan,nan,-
2577,12257999,6593,4.38,28.000,18.556,nan,nan,nan,-
2579,9896018,5938,4.40,1.400,2.730,nan,nan,nan,-
2582,11771430,5931,4.42,1.930,40.033,nan,nan,nan,-
2583,10387742,5525,4.49,0.750,3.033,nan,nan,nan,-
2585,7673841,6270,4.20,1.460,5.342,nan,nan,nan,-
2586,9827149,5599,4.55,1.500,2.132,nan,nan,nan,-
2587,5546691,5811,4.72,1.630,12.948,nan,nan,nan,-
2589,10468885,5013,4.62,1.210,0.664,nan,nan,nan,-
2592,6765135,5953,4.52,2.300,175.609,nan,nan,nan,-
2594,8004903,5755,4.36,2.400,11.255,nan,nan,nan,-
2595,8883329,6500,4.12,1.820,9.183,nan,nan,nan,-
2597,12120307,6192,4.44,1.370,5.614,nan,nan,nan,-
2598,7446631,5843,4.45,1.300,29.226,nan,nan,nan,-
2601,7531677,6039,4.28,0.990,2.622,nan,nan,nan,-
2602,10068659,5776,4.54,1.400,11.477,nan,nan,nan,-
2603,2443393,5994,4.39,1.320,73.698,nan,nan,nan,N
2604,9019191,4739,4.87,1.330,14.433,nan,nan,nan,-
2615,8025596,5730,4.64,1.650,4.695,nan,nan,nan,-
2617,4915638,5113,4.65,1.390,8.630,nan,nan,nan,-
2619,8081905,5574,4.58,1.800,3.276,nan,nan,nan,-
2620,11465950,5462,4.95,2.200,16.057,nan,nan,nan,-
2624,8429314,5779,4.60,2.800,115.688,nan,nan,nan,-
2626,11768142,3482,4.91,1.390,38.098,nan,nan,nan,-
2627,6124512,5274,4.32,1.050,8.385,nan,nan,nan,-
2628,10070468,5947,4.40,1.190,1.682,nan,nan,nan,-
2631,7584650,5864,4.30,1.600,44.999,nan,nan,nan,-
2634,1995519,5428,4.97,2.450,19.940,nan,nan,nan,-
2635,4914566,5974,4.22,1.440,22.242,nan,nan,nan,-
2637,9574179,5789,4.50,0.750,3.990,nan,nan,nan,-
2638,6211812,5276,4.48,1.500,2.524,nan,nan,nan,-
2639,11391755,5876,4.36,3.200,2.121,nan,nan,nan,-
2640,9088780,4860,3.35,9.360,33.181,nan,nan,nan,G
2641,8894646,5616,4.34,1.200,3.556,nan,nan,nan,-
2647,11962284,5141,4.49,1.400,8.839,nan,nan,nan,-
2649,6842682,5601,4.67,1.610,7.561,nan,nan,nan,-
2654,9664142,5584,4.64,1.760,13.563,nan,nan,nan,-
2655,10018233,5569,4.91,1.800,16.296,nan,nan,nan,-
2656,8636539,6166,4.55,1.230,6.774,nan,nan,nan,-
2657,9283156,5340,4.91,0.600,5.224,nan,nan,nan,-
2658,8547429,5805,4.64,1.140,11.660,nan,nan,nan,-
2659,8803882,5018,3.51,4.900,89.497,nan,nan,nan,G
2660,9893318,5984,4.41,3.000,18.017,nan,nan,nan,-
2664,5562090,5031,4.53,2.100,28.842,nan,nan,nan,-
2666,5342061,5483,4.55,2.600,64.046,nan,nan,nan,-
2671,2437505,3240,4.90,4.900,21.476,nan,nan,nan,N
2674,8022489,5687,4.26,1.140,2.536,nan,nan,nan,-
2677,9958387,6159,4.36,6.400,237.790,nan,nan,nan,-
2681,6878240,5144,4.88,1.710,22.252,nan,nan,nan,-
2682,2436378,5750,4.44,23.970,8.532,nan,nan,nan,N
2683,7899070,5428,5.00,4.600,126.444,nan,nan,nan,-
2689,10265602,5756,4.45,41.000,165.345,nan,nan,nan,-
2698,5128673,5585,4.69,2.600,87.976,nan,nan,nan,-
2704,9730163,3240,4.90,1.430,2.984,nan,nan,nan,N
2707,5480640,5326,4.62,1.260,14.425,nan,nan,nan,-
2712,11098013,6254,4.28,1.810,7.508,nan,nan,nan,-
2714,12206313,6116,4.18,1.940,14.384,nan,nan,nan,-
2716,9092504,5378,4.69,2.100,0.963,nan,nan,nan,-
2717,9467404,6169,4.24,1.890,0.930,nan,nan,nan,-
2720,8176564,5862,4.41,1.220,6.572,nan,nan,nan,-
2721,6587105,5491,4.60,2.200,33.879,nan,nan,nan,-
2723,3346154,5513,4.49,2.600,1.953,nan,nan,nan,-
2729,12008872,5862,4.34,2.100,14.890,nan,nan,nan,-
2730,8415200,5657,4.51,1.200,4.522,nan,nan,nan,-
2732,9886361,6073,4.50,1.170,7.031,nan,nan,nan,-
2739,4831728,5511,4.50,0.950,7.096,nan,nan,nan,-
2744,5881813,5403,4.84,2.600,109.647,nan,nan,nan,-
2745,12456601,5623,4.57,2.200,15.646,nan,nan,nan,-
2748,9962455,5504,4.61,1.200,5.777,nan,nan,nan,-
2750,3663173,6116,4.74,3.800,174.634,nan,nan,nan,-
2753,6265792,5743,4.37,1.150,0.935,nan,nan,nan,-
2754,10905911,5516,4.47,0.770,1.342,nan,nan,nan,N
2755,3545135,5693,4.46,1.080,8.483,nan,nan,nan,-
2756,6964929,5701,4.67,1.420,0.665,nan,nan,nan,-
2759,11076400,4813,4.39,1.500,1.078,nan,nan,nan,-
2770,10917043,4352,4.64,2.180,205.383,nan,nan,nan,-
2775,6346809,5445,4.44,2.500,17.577,nan,nan,nan,-
2779,11874577,5931,4.67,2.300,34.459,nan,nan,nan,-
2780,12164564,5995,4.59,2.340,3.352,nan,nan,nan,-
2785,10001368,5986,4.38,1.870,4.768,nan,nan,nan,-
2786,9466429,6535,4.23,2.500,44.617,nan,nan,nan,-
2790,5652893,4945,4.62,1.000,14.009,nan,nan,nan,-
2791,11662184,5768,4.91,1.770,27.571,nan,nan,nan,-
2792,11127479,5740,4.44,0.610,2.128,nan,nan,nan,-
2795,5041569,6026,4.49,2.400,2.535,nan,nan,nan,-
2797,10604521,5876,4.61,1.910,0.868,nan,nan,nan,-
2801,5905822,5830,3.89,1.670,6.992,nan,nan,nan,-
2802,5775129,6084,4.42,2.100,3.848,nan,nan,nan,-
2805,11135308,6080,4.33,1.420,1.878,nan,nan,nan,-
2807,2985587,6023,4.28,2.100,3.376,nan,nan,nan,-
2812,2442448,5931,4.42,2.200,76.614,nan,nan,nan,-
2813,11197853,4981,4.24,1.300,0.698,nan,nan,nan,-
2817,7605093,5034,4.72,1.670,0.634,nan,nan,nan,-
2820,11963206,5619,4.75,1.520,3.009,nan,nan,nan,-
2822,8263545,5673,4.68,1.900,4.446,nan,nan,nan,-
2829,6197215,5925,4.27,2.200,10.613,nan,nan,nan,-
2830,9244508,6024,4.68,1.830,40.530,nan,nan,nan,-
2833,9109857,5792,3.98,2.600,1.792,nan,nan,nan,-
2834,5609593,4683,4.53,2.260,136.209,nan,nan,nan,-
2837,11565924,6795,4.26,1.900,13.322,nan,nan,nan,-
2838,6607357,5592,4.51,0.610,4.775,nan,nan,nan,-
2840,6467363,5468,4.47,1.220,3.679,nan,nan,nan,-
2842,8733898,3485,4.79,28.000,1.565,nan,nan,nan,-
2852,6294819,5718,4.54,2.310,0.676,nan,nan,nan,-
2853,12602314,5010,4.52,1.610,1.407,nan,nan,nan,-
2855,4547603,5264,4.60,1.110,1.401,nan,nan,nan,-
2856,5688910,5786,4.38,2.900,25.874,nan,nan,nan,-
2857,6345732,6020,4.31,1.110,7.441,nan,nan,nan,-
2859,10397751,5204,4.48,0.720,2.005,nan,nan,nan,-
2865,8681833,5680,4.58,1.770,1.312,nan,nan,nan,-
2866,4138951,6156,4.60,1.100,1.291,nan,nan,nan,-
2867,9899181,4636,4.53,0.360,18.941,nan,nan,nan,N
2869,7767162,6017,4.29,1.530,3.300,nan,nan,nan,-
2871,10793172,5503,4.57,0.860,5.364,nan,nan,nan,-
2878,5106313,4832,4.77,1.050,3.895,nan,nan,nan,-
2886,6129524,5068,4.61,2.000,0.882,nan,nan,nan,-
2890,7463685,5707,4.55,1.510,8.990,nan,nan,nan,-
2894,6937402,5470,4.53,1.600,10.311,nan,nan,nan,-
2899,4939533,5407,4.96,1.880,5.772,nan,nan,nan,-
2904,3969687,5842,4.52,1.090,16.358,nan,nan,nan,-
2906,6716545,6044,4.26,1.660,13.912,nan,nan,nan,-
2913,9693006,5532,4.58,0.960,2.889,nan,nan,nan,-
2915,5613821,5679,4.47,1.100,5.061,nan,nan,nan,N
2919,10332213,5394,4.67,1.400,2.523,nan,nan,nan,-
2920,7090524,5531,4.50,1.560,6.740,nan,nan,nan,-
2921,6842807,5118,4.55,1.800,16.615,nan,nan,nan,-
2923,9815053,5104,4.59,1.700,5.839,nan,nan,nan,-
2927,5787131,5968,4.69,1.700,24.437,nan,nan,nan,-
2933,12416987,4365,4.48,24.000,119.083,nan,nan,nan,-
2935,8259713,6210,4.40,2.080,27.880,nan,nan,nan,-
2936,10880507,5454,4.85,1.120,6.480,nan,nan,nan,-
2942,4385148,5514,4.76,1.490,13.843,nan,nan,nan,-
2943,9838468,5668,4.74,1.320,54.409,nan,nan,nan,-
2945,8617363,5550,5.00,2.610,19.948,nan,nan,nan,-
2946,9642292,5665,4.59,2.100,15.141,nan,nan,nan,-
2948,6356692,5420,4.03,1.520,11.392,nan,nan,nan,-
2949,6026737,5923,4.01,1.900,10.174,nan,nan,nan,-
2956,8801316,6493,4.18,0.990,3.938,nan,nan,nan,-
2959,7466270,4319,4.53,1.700,16.156,nan,nan,nan,-
2962,4935172,5963,4.57,1.500,2.173,nan,nan,nan,-
2963,8760040,6028,4.49,1.090,7.351,nan,nan,nan,-
2964,10098844,5639,4.46,1.570,47.450,nan,nan,nan,-
2967,5980783,5427,4.55,2.180,37.303,nan,nan,nan,-
2968,8873090,6276,4.34,0.840,10.165,nan,nan,nan,N
2970,5450893,6203,4.27,1.010,4.820,nan,nan,nan,-
2972,8949925,5679,4.47,1.850,13.251,nan,nan,nan,-
2975,6948480,5751,4.52,2.900,175.330,nan,nan,nan,-
2977,11090556,5999,4.47,0.980,2.788,nan,nan,nan,-
2980,9468551,5863,4.50,2.080,1.639,nan,nan,nan,-
2984,7918652,5809,4.25,1.350,11.455,nan,nan,nan,-
2990,5520547,5816,4.83,1.450,11.201,nan,nan,nan,-
2991,4848424,5555,4.97,0.900,1.502,nan,nan,nan,-
2994,11244137,5255,4.65,1.170,2.034,nan,nan,nan,-
2995,3848275,6189,4.59,2.400,5.195,nan,nan,nan,-
3004,6103377,5817,4.38,2.600,20.070,nan,nan,nan,-
3007,10190075,5659,4.58,1.600,11.192,nan,nan,nan,-
3008,9070666,6052,4.29,0.900,2.998,nan,nan,nan,-
3014,7347246,5924,4.58,2.800,86.113,nan,nan,nan,-
3015,11403530,5797,4.46,0.880,3.615,nan,nan,nan,-
3017,12072872,5662,4.39,1.560,2.463,nan,nan,nan,-
3019,8709688,5420,4.28,2.000,4.179,nan,nan,nan,-
3022,11618601,5534,4.57,1.310,2.763,nan,nan,nan,-
3031,6949898,5439,4.67,1.360,7.648,nan,nan,nan,-
3037,6593150,5371,4.62,1.660,5.466,nan,nan,nan,-
3038,8051946,5491,4.26,1.080,1.495,nan,nan,nan,-
3039,5445681,5648,4.42,1.370,20.348,nan,nan,nan,-
3040,6357290,5751,4.90,1.350,4.810,nan,nan,nan,-
